run_id,prey_score,pred_score,prey_gen,pred_gen,snk_prey_32,snk_pred_32,mmd_prey_32,mmd_pred_32,snk_prey_16,snk_pred_16,min
07_disc_every_2,24.136657853621063,13.346256912642852,295,190,0.042380889784544705,0.03270527852699161,0.7191148090362549,2.1332818615436553,0.004250834072008729,0.019516894966363905,27.8
00_baseline,23.5899695723038,13.423072045590805,145,160,0.03993845149874687,0.03316158782690763,0.6610783195495605,1.9416589999198914,0.004357678452506662,0.02037504341453314,27.9
05_higher_pred_lr,24.28514665844691,13.650432090636961,205,115,0.036601221188902855,0.030943354684859516,1.3638110554218292,2.784822361469269,0.004133696823846549,0.018639997523278,27.8
01_dis_balance_1,23.51692160157377,14.351873918485756,140,155,0.04177355140447617,0.03423668371513486,0.6786152791976928,2.1076244962215425,0.004248208112549037,0.021152632907032967,27.7
03_soft_gp,26.137707177580598,14.43756648312274,110,105,0.03546376096084714,0.030083460547029973,1.0402033913135529,2.743493328094482,0.004038525999058038,0.019002069216221572,28.0
06_prey_frozen,25.49803923846415,14.58079296733123,195,35,0.04148993663489819,0.03437039185315371,0.7274481797218323,1.8200700736045838,0.004312750003300607,0.021747153904289006,20.4
04_high_noise,25.439505935531773,15.039956429941038,115,0,0.03846380226314068,0.030771900322288274,1.0199685990810394,2.2246486055850982,0.004147595518734306,0.019819306554272772,27.8
02_lambda_gp_10,23.50947544590599,15.24328130975003,160,0,0.04008663985878229,0.032275604754686354,0.6645964455604553,1.8140301525592804,0.004277431345544755,0.019960222784429788,27.8
